uni,date,event,total
University of Idaho,2009,California,521
The University of Akron,2018,Canada,520
Universidade Estadual de Campinas,2012,Lincoln,520
College of Science and Technology Nihon University,2003,Japan,520
Chungbuk National University,2010,Michigan,520
California State University Northridge,2019,Lincoln,520
University of Brescia,2014,Italy,520
École de Technologie Superieure,2016,Lincoln,520
University of Thessaly,2017,Czech Republic,520
Cardiff University Wales,2021,United Kingdom,520
Università di Pisa,2019,Germany,520
South Dakota State University,2012,Lincoln,520
Kanazawa Institute of Technology,2015,Japan,520
Worcester Polytechnic Institute,1999,Michigan,520
University of Leeds,2009,United Kingdom,520
University of Southampton,2021,United Kingdom,519
Nagoya University,2015,Japan,519
Helsinki Metropolia University of Applied Sciences,2003,United Kingdom,519
University of New Hampshire,2013,Michigan,519
Politecnico di Torino,2010,Italy,519
The Ohio State University,2009,Michigan,519
Luleå University of Technology,2006,United Kingdom,519
Technical University of Munich,2006,Germany,518
University of Melbourne,2011,Australia,518
Technische Universität Bergakademie Freiberg,2009,United Kingdom,518
Czech Technical University in Prague,2021,Italy,518
Karlsruhe Institute of Technology,2016,Germany,518
University of Queensland,2002,Australia,518
Escola de Engenharia de São Carlos da Universidade de São Paulo,2014,Brasil,518
Hochschule Esslingen,2019,Spain,518
Utsunomiya University,2007,Japan,518
Auburn University,2015,Michigan,518
Politecnico di Milano,2016,Italy,518
Duke University,2016,Michigan,518
Technische Universität Graz,2017,Italy,518
Texas Tech University,2016,Michigan,518
Ritsumeikan University,2005,Japan,517
Hochschule Bonn-Rhein-Sieg,2012,Germany,517
Texas A&amp;M University,2005,Michigan,517
Tokai University,2017,Japan,517
TU Delft,2004,United Kingdom,517
Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,2011,Germany,517
Technical University of Munich,2007,Germany,517
University of Kansas,2002,Michigan,517
University of Toronto,2016,Canada,516
Saginaw Valley State University,2018,Michigan,516
Loughborough University,2017,United Kingdom,516
University of Cincinnati,2017,Michigan,516
The Ohio State University,2014,Michigan,516
Białystok University of Technology,2022,Germany,516
National University of Singapore,2009,Michigan,516
Massachusetts Institute of Technology,2005,Michigan,516
Missouri University of Science and Technology,2009,California,515
Technische Hochschule Ostwestfalen-Lippe,2016,Austria,515
University of Manitoba,2011,California,515
Siam University,2011,Japan,515
University of Bath,2018,East,515
University of Texas at Austin,2001,Michigan,515
Universitat Politécnica de Valéncia,2015,Germany,515
Yıldız Technical University,2017,Czech Republic,515
Fachhochschule Stralsund,2021,Austria,515
Hiroshima University,2013,Japan,515
University of Victoria,2005,United Kingdom,515
Ryerson University,2004,Michigan,514
University of Oklahoma,2014,Lincoln,514
University of Wisconsin-Madison,2006,Michigan,514
Friedrich-Alexander-Universität Erlangen-Nürnberg,2009,Germany,514
University of Toledo,2009,California,514
Hochschule für Technik und Wirtschaft Berlin,2007,Germany,514
Budapest University of Technology and Economics,2010,United Kingdom,514
Brunel University London,2007,Germany,514
Edith Cowan University,2015,Australia,514
Universidade Estadual de Campinas,2009,Brasil,513
Universität Kassel,2015,Germany,513
University of Texas at Arlington,1999,Michigan,513
University of Texas at Austin,2017,Lincoln,513
Università degli studi di Padova,2022,Italy,513
Technische Universität Graz,2019,Netherlands,513
Politecnico di Milano,2019,East,513
Fachhochschule Stralsund,2003,United Kingdom,513
University Of Hertfordshire,2019,Italy,513
Drexel University,2010,California,512
Clemson University,2009,California,512
California State University Sacramento,2007,California,512
Pennsylvania State University,2016,Michigan,512
University of British Columbia - Vancouver,2016,Michigan,512
California State Polytechnic University - San Luis Obispo,2015,Lincoln,512
University of Wisconsin-Madison,2007,Germany,512
The Ohio State University,2019,Michigan,512
Hope College,2019,Michigan,512
Honda Technical College Kanto,2018,Japan,512
Beijing Institute of Technology,2011,Japan,512
Białystok University of Technology,2022,East,511
The Ohio State University,2010,Michigan,511
Fachhochschule Joanneum Graz,2019,Germany,511
Meisei University,2007,Japan,511
University of Kansas,2003,Michigan,511
Chiba University,2010,Japan,511
Shizuoka Institute of Science and Technology,2019,Japan,511
Swinburne University of Technology,2008,Australia,511
Technical University of Munich,2004,United Kingdom,511
College of Science and Technology Nihon University,2010,Japan,510
Wayne State University,2022,Michigan,510
University of Wisconsin-Platteville,2014,Lincoln,510
United States Naval Academy,2016,Michigan,510
Oxford Brookes University,2002,United Kingdom,510
Fachhochschule Joanneum Graz,2018,Italy,510
Hochschule Niederrhein,2017,Italy,509
University of Waterloo,2018,Michigan,509
UAS Kempten,2015,Spain,509
The University of Michigan-Dearborn,2006,Michigan,509
California State University Fullerton,2011,California,509
Ritsumeikan University,2013,Japan,509
Drexel University,1996,Michigan,509
Technische Universität Graz,2019,Germany,509
University of Southern California,2017,Lincoln,509
Kanagawa Institute of Technology,2004,Michigan,509
San José State University,2011,Michigan,509
University of California Berkeley,2017,Lincoln,508
Niigata University,2011,Japan,508
University of Maribor,2015,Czech Republic,508
University of Michigan - Ann Arbor,2016,Germany,508
University of Belgrade (Универзитет у Београду),2013,Italy,508
Fachhochschule Joanneum Graz,2007,United Kingdom,508
Kyoto University,2018,Japan,508
Universität Kassel,2017,Austria,508
Fachhochschule Hannover,2017,Czech Republic,507
University of Melbourne,2009,Australia,507
University of North Carolina at Charlotte,2022,Michigan,507
University of California Berkeley,2015,Lincoln,507
Czech Technical University in Prague,2017,Czech Republic,507
GFR DHBW Ravensburg &amp; Oregon State University,2011,United Kingdom,507
The University of Akron,2015,Michigan,507
Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,2011,United Kingdom,507
Australian National University,2001,Australia,507
University of Waterloo,2017,Michigan,506
Monash University,2016,Germany,506
University of Glasgow,2018,United Kingdom,506
University of Waterloo,2005,United Kingdom,506
Universität Kassel,2018,Italy,506
University of Seville,2021,Germany,506
University of Alabama,2018,Lincoln,506
Fachhochschule Joanneum Graz,2007,Italy,506
VŠB - Technical University of Ostrava,2018,Italy,506
Michigan State University,2015,Lincoln,506
UAS Würzburg-Schweinfurt,2015,Hungary,505
Hochschule für Angewandte Wissenschaften Hamburg,2013,Italy,505
Villanova University,2010,Michigan,505
Nippon Institute of Technology,2014,Japan,505
Technische Universiteit Eindhoven,2008,Italy,505
University of Wollongong,2014,Australia,505
National University of Singapore,2014,Michigan,505
Hochschule Karlsruhe - Technik und Wirtschaft,2016,Austria,505
University of Auckland,2008,Australia,505
Technische Hochschule Mittelhessen,2016,United Kingdom,505
National University of Singapore,2011,Michigan,504
Friedrich-Alexander-Universität Erlangen-Nürnberg,2018,East,504
Kansas State University,2022,Michigan,504
Shibaura Institute of Technology,2010,California,504
Clemson University,2008,Michigan,504
Politecnico di Torino,2007,United Kingdom,503
University of Central Lancashire,2007,United Kingdom,503
Carleton University,2015,Lincoln,503
Vanderbilt University,2007,Michigan,503
Shibaura Institute of Technology,2008,Japan,503
Oregon State University,1998,Michigan,503
University of South Florida,2019,Michigan,503
University of Pittsburgh,2015,Austria,503
University of Huddersfield,2013,United Kingdom,503
University of Bath,2011,United Kingdom,503
Georgia Institute of Technology,2013,Michigan,503
Hochschule Niederrhein,2015,Italy,503
Kyoto University,2011,Japan,502
University of Oklahoma,2016,Lincoln,502
Waseda University,2019,Japan,502
Edith Cowan University,2019,Australia,502
University of Alabama,2016,Michigan,502
Hochschule Karlsruhe - Technik und Wirtschaft,2013,Italy,502
University of Belgrade (Универзитет у Београду),2014,Italy,502
Centro Federal de Educação Tecnológica de Minas Gerais,2018,Lincoln,502
Fachhochschule Konstanz,2011,Italy,502
University of Missouri,2015,Michigan,502
Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,2010,Germany,502
Rensselaer Polytechnic Institute,2006,Michigan,502
Università degli studi di Padova,2017,Italy,502
Dartmouth College,2003,Michigan,502
Ostbayerische Technische Hochschule Regensburg,2009,Germany,502
The University of Akron,2016,Lincoln,501
Carnegie Mellon University,2005,Michigan,501
North Carolina State University,2012,Michigan,501
TU Delft,2007,Germany,501
École de Technologie Superieure,2007,United Kingdom,501
Missouri University of Science and Technology,2012,Lincoln,501
Università degli studi di Padova,2009,Italy,501
University of New South Wales - Australian Defence Force Academy,2019,Australia,501
Politecnico di Milano,2017,Austria,501
Rensselaer Polytechnic Institute,2018,Michigan,501
University of Pittsburgh,2016,Canada,500
Poznan University of Technology,2018,East,500
Technische Universität Braunschweig,2007,Germany,500
Aristotle University of Thessaloniki,2021,East,500
Monash University,2002,Australia,500
Technische Universität Graz,2014,Germany,500
Clarkson University,2001,Michigan,500
Technische Universität Bergakademie Freiberg,2011,Hungary,500
Moscow Polytechnic University,2012,Germany,500
Tongji University,2016,Japan,500
University Of Hertfordshire,2002,United Kingdom,500
University of Burgundy - ISAT,2004,United Kingdom,499
The Ohio State University,2002,Michigan,499
Rheinisch-Westfälische Technische Hochschule Aachen,2012,United Kingdom,499
Czech Technical University in Prague,2010,Germany,499
California State University Northridge,2018,Lincoln,499
Fachhochschule Coburg,2009,United Kingdom,499
McGill University,1995,Michigan,499
University of Florida,2009,Michigan,499
University of Washington,1996,Michigan,499
Ruhr-Universität Bochum,2014,Italy,499
Rensselaer Polytechnic Institute,2009,Michigan,499
Kyoto Institute of Technology,2019,Japan,499
University of Huddersfield,2015,United Kingdom,499
Università di Pisa,2021,Italy,498
University of Washington,2003,Michigan,498
University of Modena and Reggio Emilia,2022,Italy,498
Karlstad University,2011,United Kingdom,498
Escola de Engenharia de São Carlos da Universidade de São Paulo,2017,Brasil,498
Carleton University,2007,Michigan,498
California State Polytechnic University - San Luis Obispo,2014,Michigan,498
University of North Carolina at Charlotte,2016,Michigan,498
Hochschule Niederrhein,2016,Italy,498
The University of Michigan-Dearborn,2014,Michigan,498
University of Southern California,2003,Michigan,498
Hochschule Darmstadt UAS,2014,Italy,498
University of Kansas,2016,Lincoln,498
Università degli Studi di Parma,2016,Italy,498
GFR DHBW Ravensburg &amp; Oregon State University,2010,Germany,498
Rochester Institute of Technology,2018,Canada,497
Yokohama National University,2012,Japan,497
École de Technologie Superieure,2017,Michigan,497
Rochester Institute of Technology,2008,Michigan,497
Shizuoka Institute of Science and Technology,2008,Japan,497
Universidade de Lisboa - Instituto Superior Técnico,2005,Italy,497
University of Aberdeen,2009,United Kingdom,497
Tokyo City University,2007,Japan,496
Prince of Songkla University,2018,Japan,496
Louisiana State University,2018,Lincoln,496
Kyoto University,2019,Japan,496
Chalmers University of Technology,2011,Italy,496
Utsunomiya University,2005,Japan,496
Shizuoka Institute of Science and Technology,2014,Japan,496
University of Zagreb,2018,United Kingdom,496
California State University Northridge,2010,California,496
Colorado School of Mines,2017,Lincoln,495
Kinki University,2011,Japan,495
Tokyo City University,2015,Japan,495
Tallinn TU UAS,2008,United Kingdom,495
Cardiff University Wales,2022,United Kingdom,495
Rochester Institute of Technology,2008,Germany,495
Fachhochschule Coburg,2015,Austria,495
Karlsruhe Institute of Technology,2018,East,494
Technische Universität Berlin,2014,Hungary,494
Liverpool John Moores University,2011,United Kingdom,494
Technische Universität Graz,2012,Hungary,494
Texas A&amp;M University,2022,Michigan,494
Brown University,2007,Michigan,494
École Polytechnique de Montréal,2005,United Kingdom,494
Fachhochschule Hannover,2013,Hungary,494
Aichi Institute of Technology,2019,Japan,494
Okayama University of Science,2018,Japan,494
National Tsing Hua University,2017,Japan,494
Kanazawa Institute of Technology,2007,Japan,494
University of Pittsburgh,2009,Michigan,494
