Rank,University,Year,Points
5886,Ulm University of Applied Sciences,2007,152.0
5887,University of Saskatchewan,2001,152.0
5888,Florida Institute of Technology,2001,152.0
5889,University of Sunderland,2011,152.0
5890,Tokyo University of Science,2010,152.0
5891,Delhi Technological University,2006,152.0
5892,West Virginia University,2002,152.0
5893,University of Southern Denmark,2008,152.0
5894,University of Split,2013,152.0
5895,Centro Federal de Educação Tecnológica de Minas Gerais,2009,152.0
5896,Universidade Federal de Itajubá - Itajubá,2012,152.0
5897,Memorial University of Newfoundland,2003,152.0
5898,École Polytechnique de Montréal,2012,152.0
5899,Lund University,2007,152.0
5900,South Dakota State University,2003,152.0
5901,University of Calgary,2012,151.0
5902,Karel de Grote University College,2012,151.0
5903,University of New Hampshire,2008,151.0
5904,University of the West of Scotland,2006,151.0
5905,Lawrence Technological University,2015,151.0
5906,VIT University - Vellore,2010,151.0
5907,Sinhgad College of Engineering Vadgaon,2014,151.0
5908,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),2013,151.0
5909,University of Connecticut,1996,151.0
5910,Kurume Institute of Technology,2018,151.0
5911,Seikei University,2007,151.0
5912,Università degli Studi di Parma,2008,151.0
5913,Iowa State University,1995,151.0
5914,Technological University Dublin,2016,151.0
5915,Monroe County Community College,2006,151.0
5916,LeTourneau University,2008,151.0
5917,Linköping University,2013,151.0
5918,Zhejiang University City College,2016,151.0
5919,University of Louisville,1999,151.0
5920,Osaka University,2004,151.0
5921,City University London,2003,151.0
5922,National Technical University of Athens,2016,150.0
5923,King Mongkut's Institute of Technology Ladkrabang,2015,150.0
5924,Washington University in St. Louis,2011,150.0
5925,Osaka Prefecture University,2012,150.0
5926,University of Miskolc,2021,150.0
5927,Istanbul Technical University,2021,150.0
5928,Dalhousie University,2007,150.0
5929,University of Colorado Denver,2004,150.0
5930,MCT's Rajiv Gandhi Institute of Technology,2019,150.0
5931,Universidade Federal da Bahia,2013,150.0
5932,Universidad Rey Juan Carlos,2018,150.0
5933,Memorial University of Newfoundland,2001,149.0
5934,PSG College of Technology,2018,149.0
5935,University of Exeter,2022,149.0
5936,Universidade Federal Fluminense - Niterói,2008,149.0
5937,Heriot-Watt University,2010,149.0
5938,The University of Texas at Dallas,2018,149.0
5939,California Baptist University,2017,149.0
5940,University of South Florida,2008,149.0
5941,De Montfort University,2017,149.0
5942,Southern Methodist University,2018,149.0
5943,Universidad de Castilla-La Mancha,2014,149.0
5944,California State University Sacramento,2010,149.0
5945,The University of Tokyo,2017,149.0
5946,California State University Fresno,2008,149.0
5947,San Diego State University,2022,149.0
5948,California State University Chico,2022,149.0
5949,University of Utah,2004,149.0
5950,Kansas State University,2006,149.0
5951,Thapar Institute of Engineering and Technology,2015,149.0
5952,University of Saskatchewan,2004,149.0
5953,Hochschule für Technik und Wirtschaft Berlin,2009,148.0
5954,University of Houston,2019,148.0
5955,Duke University,2000,148.0
5956,Lawrence Technological University,2022,148.0
5957,University Carlos III of Madrid,2016,148.0
5958,University of Texas at San Antonio,2011,148.0
5959,Kumaraguru College of Technology,2022,148.0
5960,University of Ljubljana,2016,148.0
5961,Warsaw University of Technology,2022,148.0
5962,St. Cloud State University,2008,148.0
5963,University of Sussex,2013,148.0
5964,West Virginia University,2000,148.0
5965,Wayne State University,2006,148.0
5966,K. J. Somaiya College of Engineering,2009,148.0
5967,University of Sunderland,2017,148.0
5968,University of Southern Queensland,2006,148.0
5969,Bradley University,2018,148.0
5970,Brunel University London,2015,148.0
5971,VIT University - Vellore,2011,148.0
5972,King Mongkut's Institute of Technology Ladkrabang,2012,148.0
5973,Universidad Europea de Madrid,2019,147.0
5974,University of Texas at San Antonio,2019,147.0
5975,Universidade Federal do Paraná,2016,147.0
5976,University of Ulster,2003,147.0
5977,University of South Florida,2017,147.0
5978,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,2007,147.0
5979,Ecole Nationale d'Ingénieurs de Metz,2021,147.0
5980,Toyota Technical College Nagoya,2017,147.0
5981,Birla Institute of Science and Technology Pilani - Dubai,2016,147.0
5982,Southern Illinois University Edwardsville,2009,147.0
5983,Purdue University - Northwest,2018,147.0
5984,University of Central Florida,2005,147.0
5985,University of Colorado at Boulder,2000,147.0
5986,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,2008,146.0
5987,Nelson Mandela Metropolitan University,2011,146.0
5988,Western Michigan University,2013,146.0
5989,Universidade Paulista,2009,146.0
5990,Birla Institute of Technology &amp; Science  Pilani,2015,146.0
5991,Waseda University,2007,146.0
5992,Università degli Studi di Roma La Sapienza,2007,146.0
5993,Portland State University,2015,146.0
5994,University of Technology Sydney,2003,146.0
5995,Sojo University,2013,146.0
5996,Federal University of Paraíba,2015,146.0
5997,University of Texas at San Antonio,2012,146.0
5998,University of Texas at San Antonio,2018,146.0
5999,University Carlos III of Madrid,2017,146.0
6000,DHA Suffa University,2016,146.0
6001,Rajarambapu Institute of Technology,2018,146.0
6002,Southern Illinois University Carbondale,2000,146.0
6003,Hunan University,2008,146.0
6004,Hiroshima University,2011,145.0
6005,Dwarkadas. J. Sanghvi College of Engineering,2014,145.0
6006,University of Alabama at Birmingham,2007,145.0
6007,Polytechnic University of Puerto Rico,2012,145.0
6008,University of Illinois at Chicago,2010,145.0
6009,Vidyavardhini's College of Engineering and Technology,2019,145.0
6010,Deakin University,2002,145.0
6011,University of Perugia,2019,145.0
6012,University of Portsmouth,2018,145.0
6013,Bradley University,2014,145.0
6014,Ferris State University,2011,145.0
6015,Polo Universitario de Volta Redonda - Universidade Federal Fluminense,2016,145.0
6016,Dalhousie University,2010,144.0
6017,North Dakota State University,2014,144.0
6018,Universidad Autónoma del Estado de México,2019,144.0
6019,University of Huddersfield,2010,144.0
6020,Universidad Politécnica de Cartagena,2012,144.0
6021,Technische Universität Dortmund,2017,144.0
6022,Università della Calabria,2008,144.0
6023,Monroe County Community College,2007,144.0
6024,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,2019,144.0
6025,Amrita School of Engineering Coimbatore,2018,144.0
6026,Peoples' Friendship University of Russia,2016,144.0
6027,Universidad Iberoamericana,2006,144.0
6028,Cairo University,2012,143.0
6029,Colorado Mesa University,2015,143.0
6030,Drexel University,1997,143.0
6031,Oregon Institute of Technology,2022,143.0
6032,Ain Shams University,2014,143.0
6033,Hacettepe University,2018,143.0
6034,São Paulo State University - UNESP - Bauru,2016,143.0
6035,University of New Hampshire,2018,143.0
6036,R.V.College of Engineering,2009,142.0
6037,Ferris State University,2007,142.0
6038,KTH Royal Institute of Technology,2009,142.0
6039,Syracuse University,2016,142.0
6040,Universidade Federal de Santa Catarina,2017,142.0
6041,UNESP - Campus de Ilha Solteira,2013,142.0
6042,Curtin University,2009,142.0
6043,Columbia University,2004,142.0
6044,Columbia University,2006,142.0
6045,University of Colorado at Boulder,2022,142.0
6046,Columbia University,2011,142.0
6047,James Cook University,2015,142.0
6048,California State University Los Angeles,2019,142.0
6049,Manipal Academy of Higher Education,2009,142.0
6050,Carleton University,2022,142.0
6051,San Diego State University,2008,142.0
6052,Faculty of Textile Science &amp; Technology. Shinshu University,2007,142.0
6053,Università degli Studi di Parma,2013,142.0
6054,Fr Conceicao Rodrigues College of Engineering,2018,142.0
6055,University of Regina,2000,142.0
6056,Hochschule Mannheim,2010,142.0
6057,Universidad Católica Andrés Bello,2006,142.0
6058,Federation University Australia,2008,141.0
6059,Polytechnic University of Puerto Rico,2019,141.0
6060,Queen's University,1997,141.0
6061,Clarkson University,2016,141.0
6062,Iowa State University,1999,141.0
6063,FAMU-FSU College of Engineering,2002,141.0
6064,Universidade Estadual Paulista - Guaratinguetá,2010,141.0
6065,Sanyo-Onoda City University at Tokyo University of Science,2013,141.0
6066,The University of Newcastle,2003,141.0
6067,Technische Universität Dortmund,2016,141.0
6068,Kalinga Institute of Industrial Technology,2018,141.0
6069,University of Utah,2006,140.0
6070,Western Michigan University,2016,140.0
6071,Manchester Metropolitan University,2017,140.0
6072,Aston University,2006,140.0
6073,Universidade Federal Fluminense - Niterói,2012,140.0
6074,Temple University,2004,140.0
6075,Georgia Institute of Technology,2017,140.0
6076,University of Sunderland,2018,140.0
6077,University of Hawaii at Manoa,2017,140.0
6078,Southern Illinois University Carbondale,2012,140.0
6079,University of California Los Angeles,2014,140.0
6080,Tel Aviv University,2014,140.0
6081,Fr Conceicao Rodrigues College of Engineering,2019,140.0
6082,St. Cloud State University,2015,140.0
6083,City University London,2014,139.0
6084,St. Cloud State University,2019,139.0
6085,Oklahoma State University - Stillwater,2010,139.0
6086,Universidad Autónoma del Estado de México,2016,139.0
6087,University of Illinois at Chicago,2013,139.0
6088,Instituto Tecnológico de Chihuahua,2002,139.0
6089,Université du Québec à Chicoutimi,2000,139.0
6090,University of Utah,2016,139.0
6091,Seikei University,2016,139.0
6092,Colorado School of Mines,2013,139.0
6093,Chulalongkorn University,2016,139.0
6094,Texas Tech University,2017,139.0
6095,St. Cloud State University,2017,139.0
6096,Polo Universitario de Volta Redonda - Universidade Federal Fluminense,2017,139.0
6097,South Dakota State University,2001,139.0
6098,Indian Institute of Technology Kharagpur,2013,139.0
6099,University of South Carolina,1995,138.0
6100,University of Sunderland,2010,138.0
6101,Saint Louis University,2019,138.0
6102,Moscow State Automobile &amp; Road Technical University - MADI,2017,138.0
6103,University of Sussex,2009,138.0
6104,University of Calgary,2000,138.0
6105,Sheffield Hallam University,2015,138.0
6106,Ferris State University,2008,138.0
6107,University of Adelaide,2001,138.0
6108,Tottori University,2013,137.0
6109,Setsunan University,2016,137.0
6110,Cedarville University,2004,137.0
6111,Monroe County Community College,1999,137.0
6112,Central Michigan University,2022,137.0
6113,University of Southampton,2015,137.0
6114,National Institute of Technology - Karnataka,2019,137.0
6115,Shanghai Jiao Tong University,2008,137.0
6116,University of Wolverhampton,2015,137.0
6117,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,2008,137.0
6118,University of North Dakota,2008,137.0
6119,University of Technology Sydney,2007,137.0
6120,Lafayette College,2016,137.0
6121,Sanyo-Onoda City University at Tokyo University of Science,2012,137.0
6122,Syracuse University,2019,137.0
6123,Old Dominion University,2002,137.0
6124,Université du Québec à Chicoutimi,2004,137.0
6125,University of New Hampshire,2019,137.0
6126,Aston University,2015,137.0
6127,Universidad del Zulia,2010,137.0
6128,University of Kansas,1994,136.0
6129,University of Leeds,2014,136.0
6130,University of Evansville,2015,136.0
6131,Washington State University,2016,136.0
6132,Nagesh Karajagi Orchid College Of Engineering &amp; Technology,2018,136.0
6133,University of Fukui,2009,136.0
6134,University of Arizona,2017,136.0
6135,University of Mostar,2015,136.0
6136,City University London,2007,136.0
6137,University of Delhi,2004,136.0
6138,Tokyo Metropolitan University,2008,136.0
6139,RMD Sinhgad School of Engineering,2020,136.0
6140,Aston University,2016,136.0
6141,National Institute of Technology - Rourkela,2019,136.0
6142,Colorado State University,1999,136.0
6143,University of Leeds,2017,136.0
6144,Universidade Federal do Rio Grande do Sul,2013,135.0
6145,Sri Venkateswara College of Engineering,2015,135.0
6146,United States Naval Academy,2000,135.0
6147,DIT University,2018,135.0
6148,Meisei University,2008,135.0
6149,University of Wisconsin-Platteville,2017,135.0
6150,Ryerson University,2001,135.0
6151,Universidad Interamericana de Puerto Rico,2007,135.0
6152,Galgotias University,2019,135.0
6153,Carleton University,2013,135.0
6154,Università degli Studi di Napoli Federico II,2021,135.0
6155,University College London,2016,135.0
6156,Universitat Jaume I,2021,135.0
6157,D. Y. Patil College of Engineering &amp; Technology Kasaba Bawada Kolhapur ,2018,135.0
6158,University of Hawaii at Manoa,2007,134.0
6159,University of Guelph,2016,134.0
6160,Thai-Nichi Institute of Technology,2012,134.0
6161,Universidad Central de Venezuela,2009,134.0
6162,University of Evansville,2001,134.0
6163,Thapar Institute of Engineering and Technology,2008,134.0
6164,Kurume Institute of Technology,2007,134.0
6165,Saitama Institute of Technology,2011,134.0
6166,Coventry University,2016,134.0
6167,Polytechnic University of Puerto Rico,2010,134.0
6168,Saitama University,2017,134.0
6169,Milwaukee School of Engineering,1995,134.0
6170,Recinto Universitario de Mayagüez,2014,134.0
6171,Bauman Moscow State Technical University,2019,133.0
6172,Colorado State University,2019,133.0
6173,Kyoto Institute of Technology,2007,133.0
6174,Queen's University Belfast,2016,133.0
6175,Cleveland State University,1994,133.0
6176,University of Southern California,1999,133.0
6177,Fachhochschule Aachen,2008,133.0
6178,University of Hull,2018,133.0
6179,Instituto Tecnológico de Chihuahua,2013,133.0
6180,Michigan Technological University,1996,133.0
6181,Saint Louis University,2005,133.0
6182,University of Saskatchewan,2009,132.0
6183,Thapar Institute of Engineering and Technology,2013,132.0
